query,positive_dag_id,negative_dag_id,negative_type,neg_tools,neg_edges,neg_dag_text
"I need you to restart the main process on ml-infer-05. Once that's done, ping Charlie about it.",71,neg_240,swap_tools,update_subscription;db_read,0->1,update_subscription -> db_read
"I need you to restart the main process on ml-infer-05. Once that's done, ping Charlie about it.",71,neg_241,extra_node,restart_service;send_notification;restore_backup,0->1;2->0,"restart_service -> send_notification, restore_backup -> restart_service"
"Urgent: send a heads-up to HR and book a maintenance window for prod-web-01. When all of that's complete, give Alice a new password.",491,neg_242,swap_edges,send_notification;schedule_maintenance;reset_password,2->0;2->1,"reset_password -> schedule_maintenance, reset_password -> send_notification"
"Urgent: send a heads-up to HR and book a maintenance window for prod-web-01. When all of that's complete, give Alice a new password.",491,neg_243,swap_tools,db_read;send_notification;transfer_ownership,0->2;1->2,"db_read -> transfer_ownership, send_notification -> transfer_ownership"
"Urgent: send a heads-up to HR and book a maintenance window for prod-web-01. When all of that's complete, give Alice a new password.",491,neg_244,remove_edge,send_notification;schedule_maintenance;reset_password,0->2,send_notification -> reset_password
"Urgent: send a heads-up to HR and book a maintenance window for prod-web-01. When all of that's complete, give Alice a new password.",491,neg_245,add_edge,send_notification;schedule_maintenance;reset_password,0->2;1->2;1->0,"schedule_maintenance -> reset_password, schedule_maintenance -> send_notification, send_notification -> reset_password"
"Urgent: send a heads-up to HR and book a maintenance window for prod-web-01. When all of that's complete, give Alice a new password.",491,neg_246,extra_node,send_notification;schedule_maintenance;reset_password;scale_service,0->2;1->2;2->3,"reset_password -> scale_service, schedule_maintenance -> reset_password, send_notification -> reset_password"
"I need you to restart the service on auth-svc-04, followed by schedule maintenance for payment-api-03, then blast an alert to Legal, and lastly scan staging-db-02 for threats.",413,neg_247,swap_edges,restart_service;schedule_maintenance;send_notification;scan_malware,1->2;1->0;0->2,"restart_service -> send_notification, schedule_maintenance -> restart_service, schedule_maintenance -> send_notification"
"I need you to restart the service on auth-svc-04, followed by schedule maintenance for payment-api-03, then blast an alert to Legal, and lastly scan staging-db-02 for threats.",413,neg_248,swap_tools,db_write;approve_access;restore_backup;revoke_access,0->1;1->2;2->3,"approve_access -> restore_backup, db_write -> approve_access, restore_backup -> revoke_access"
"I need you to restart the service on auth-svc-04, followed by schedule maintenance for payment-api-03, then blast an alert to Legal, and lastly scan staging-db-02 for threats.",413,neg_249,remove_edge,restart_service;schedule_maintenance;send_notification;scan_malware,0->1;2->3,"restart_service -> schedule_maintenance, send_notification -> scan_malware"
"I need you to restart the service on auth-svc-04, followed by schedule maintenance for payment-api-03, then blast an alert to Legal, and lastly scan staging-db-02 for threats.",413,neg_250,add_edge,restart_service;schedule_maintenance;send_notification;scan_malware,0->1;1->2;2->3;0->3,"restart_service -> scan_malware, restart_service -> schedule_maintenance, schedule_maintenance -> send_notification, send_notification -> scan_malware"
"I need you to restart the service on auth-svc-04, followed by schedule maintenance for payment-api-03, then blast an alert to Legal, and lastly scan staging-db-02 for threats.",413,neg_251,extra_node,restart_service;schedule_maintenance;send_notification;scan_malware;escalate_to_human,0->1;1->2;2->3;4->2,"escalate_to_human -> send_notification, restart_service -> schedule_maintenance, schedule_maintenance -> send_notification, send_notification -> scan_malware"
"For the Finance team, see what's going on with cdn-edge-06 and run a malware sweep on staging-db-02. After those finish, make a compliance log about Bob.",494,neg_252,swap_edges,check_status;scan_malware;log_audit_event,0->2;2->1,"check_status -> log_audit_event, log_audit_event -> scan_malware"
"For the Finance team, see what's going on with cdn-edge-06 and run a malware sweep on staging-db-02. After those finish, make a compliance log about Bob.",494,neg_253,swap_tools,disable_feature_flag;process_refund;restart_service,0->2;1->2,"disable_feature_flag -> restart_service, process_refund -> restart_service"
"For the Finance team, see what's going on with cdn-edge-06 and run a malware sweep on staging-db-02. After those finish, make a compliance log about Bob.",494,neg_254,remove_edge,check_status;scan_malware;log_audit_event,1->2,scan_malware -> log_audit_event
"For the Finance team, see what's going on with cdn-edge-06 and run a malware sweep on staging-db-02. After those finish, make a compliance log about Bob.",494,neg_255,add_edge,check_status;scan_malware;log_audit_event,0->2;1->2;1->0,"check_status -> log_audit_event, scan_malware -> check_status, scan_malware -> log_audit_event"
"For the Finance team, see what's going on with cdn-edge-06 and run a malware sweep on staging-db-02. After those finish, make a compliance log about Bob.",494,neg_256,extra_node,check_status;scan_malware;log_audit_event;rollback_deployment,0->2;1->2;1->3,"check_status -> log_audit_event, scan_malware -> log_audit_event, scan_malware -> rollback_deployment"
"Do a malware scan on auth-svc-04 and fan out: quarantine, send alerts, and create audit trail.",22,neg_257,swap_edges,scan_malware;quarantine_system;send_notification;log_audit_event,0->2;0->1;1->2,"quarantine_system -> send_notification, scan_malware -> quarantine_system, scan_malware -> send_notification"
"Do a malware scan on auth-svc-04 and fan out: quarantine, send alerts, and create audit trail.",22,neg_258,swap_tools,run_pipeline;deploy_container;check_status;log_audit_event,0->1;0->2;0->3,"run_pipeline -> check_status, run_pipeline -> deploy_container, run_pipeline -> log_audit_event"
"Do a malware scan on auth-svc-04 and fan out: quarantine, send alerts, and create audit trail.",22,neg_259,remove_edge,scan_malware;quarantine_system;send_notification;log_audit_event,0->2;0->3,"scan_malware -> log_audit_event, scan_malware -> send_notification"
"Do a malware scan on auth-svc-04 and fan out: quarantine, send alerts, and create audit trail.",22,neg_260,add_edge,scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2;0->3;2->3,"scan_malware -> log_audit_event, scan_malware -> quarantine_system, scan_malware -> send_notification, send_notification -> log_audit_event"
"Do a malware scan on auth-svc-04 and fan out: quarantine, send alerts, and create audit trail.",22,neg_261,extra_node,scan_malware;quarantine_system;send_notification;log_audit_event;log_audit_event,0->1;0->2;0->3;4->3,"log_audit_event -> log_audit_event, scan_malware -> log_audit_event, scan_malware -> quarantine_system, scan_malware -> send_notification"
"Time to rotate Alice's credentials. Next, credit Alice's account. Last step: pass ml-infer-05 to Diana.",279,neg_262,swap_edges,reset_password;process_refund;transfer_ownership,0->1;2->1,"reset_password -> process_refund, transfer_ownership -> process_refund"
"Time to rotate Alice's credentials. Next, credit Alice's account. Last step: pass ml-infer-05 to Diana.",279,neg_263,swap_tools,generate_report;escalate_to_human;archive_data,0->1;1->2,"escalate_to_human -> archive_data, generate_report -> escalate_to_human"
"Time to rotate Alice's credentials. Next, credit Alice's account. Last step: pass ml-infer-05 to Diana.",279,neg_264,remove_edge,reset_password;process_refund;transfer_ownership,0->1,reset_password -> process_refund
"Time to rotate Alice's credentials. Next, credit Alice's account. Last step: pass ml-infer-05 to Diana.",279,neg_265,add_edge,reset_password;process_refund;transfer_ownership,0->1;1->2;0->2,"process_refund -> transfer_ownership, reset_password -> process_refund, reset_password -> transfer_ownership"
"Time to rotate Alice's credentials. Next, credit Alice's account. Last step: pass ml-infer-05 to Diana.",279,neg_266,extra_node,reset_password;process_refund;transfer_ownership;backup_database,0->1;1->2;3->1,"backup_database -> process_refund, process_refund -> transfer_ownership, reset_password -> process_refund"
"Create the VM, then concurrently register it, send notifications, and log the event.",35,neg_267,swap_edges,provision_vm;db_write;send_notification;log_audit_event,1->3;1->0;0->3,"db_write -> log_audit_event, db_write -> provision_vm, provision_vm -> log_audit_event"
"Create the VM, then concurrently register it, send notifications, and log the event.",35,neg_268,swap_tools,rollback_deployment;reset_password;restart_service;update_subscription,0->1;0->2;0->3,"rollback_deployment -> reset_password, rollback_deployment -> restart_service, rollback_deployment -> update_subscription"
"Create the VM, then concurrently register it, send notifications, and log the event.",35,neg_269,remove_edge,provision_vm;db_write;send_notification;log_audit_event,0->1;0->3,"provision_vm -> db_write, provision_vm -> log_audit_event"
"Create the VM, then concurrently register it, send notifications, and log the event.",35,neg_270,add_edge,provision_vm;db_write;send_notification;log_audit_event,0->1;0->2;0->3;2->1,"provision_vm -> db_write, provision_vm -> log_audit_event, provision_vm -> send_notification, send_notification -> db_write"
"Create the VM, then concurrently register it, send notifications, and log the event.",35,neg_271,extra_node,provision_vm;db_write;send_notification;log_audit_event;check_status,0->1;0->2;0->3;1->4,"db_write -> check_status, provision_vm -> db_write, provision_vm -> log_audit_event, provision_vm -> send_notification"
Alice reported an issue — archive Frank's old records — then do a security check on auth-svc-04.,235,neg_272,swap_tools,invalidate_cache;approve_access,0->1,invalidate_cache -> approve_access
Alice reported an issue — archive Frank's old records — then do a security check on auth-svc-04.,235,neg_273,extra_node,archive_data;scan_malware;scale_service,0->1;2->0,"archive_data -> scan_malware, scale_service -> archive_data"
"I need you to archive Diana's old records — then flip the feature toggle on for Engineering. To wrap up, disable Grace's account on prod-web-01.",295,neg_274,swap_edges,archive_data;enable_feature_flag;revoke_access,0->1;2->0,"archive_data -> enable_feature_flag, revoke_access -> archive_data"
"I need you to archive Diana's old records — then flip the feature toggle on for Engineering. To wrap up, disable Grace's account on prod-web-01.",295,neg_275,swap_tools,rollback_deployment;schedule_maintenance;create_ticket,0->1;1->2,"rollback_deployment -> schedule_maintenance, schedule_maintenance -> create_ticket"
"I need you to archive Diana's old records — then flip the feature toggle on for Engineering. To wrap up, disable Grace's account on prod-web-01.",295,neg_276,remove_edge,archive_data;enable_feature_flag;revoke_access,0->1,archive_data -> enable_feature_flag
"I need you to archive Diana's old records — then flip the feature toggle on for Engineering. To wrap up, disable Grace's account on prod-web-01.",295,neg_277,add_edge,archive_data;enable_feature_flag;revoke_access,0->1;1->2;0->2,"archive_data -> enable_feature_flag, archive_data -> revoke_access, enable_feature_flag -> revoke_access"
"I need you to archive Diana's old records — then flip the feature toggle on for Engineering. To wrap up, disable Grace's account on prod-web-01.",295,neg_278,extra_node,archive_data;enable_feature_flag;revoke_access;update_subscription,0->1;1->2;0->3,"archive_data -> enable_feature_flag, archive_data -> update_subscription, enable_feature_flag -> revoke_access"
"I need you to assess payment-api-03's status. Next, do a security check on prod-web-01, and then yank prod-web-01 off the network. After that, make a compliance log about Eve, and lastly shoot Eve an email.",150,neg_279,swap_edges,check_status;scan_malware;quarantine_system;log_audit_event;send_notification,2->1;3->0;3->4;3->2,"log_audit_event -> check_status, log_audit_event -> quarantine_system, log_audit_event -> send_notification, quarantine_system -> scan_malware"
"I need you to assess payment-api-03's status. Next, do a security check on prod-web-01, and then yank prod-web-01 off the network. After that, make a compliance log about Eve, and lastly shoot Eve an email.",150,neg_280,swap_tools,disable_feature_flag;check_status;update_subscription;rollback_deployment;enable_feature_flag,0->1;1->2;2->3;3->4,"check_status -> update_subscription, disable_feature_flag -> check_status, rollback_deployment -> enable_feature_flag, update_subscription -> rollback_deployment"
"I need you to assess payment-api-03's status. Next, do a security check on prod-web-01, and then yank prod-web-01 off the network. After that, make a compliance log about Eve, and lastly shoot Eve an email.",150,neg_281,remove_edge,check_status;scan_malware;quarantine_system;log_audit_event;send_notification,1->2;2->3;3->4,"log_audit_event -> send_notification, quarantine_system -> log_audit_event, scan_malware -> quarantine_system"
"I need you to assess payment-api-03's status. Next, do a security check on prod-web-01, and then yank prod-web-01 off the network. After that, make a compliance log about Eve, and lastly shoot Eve an email.",150,neg_282,add_edge,check_status;scan_malware;quarantine_system;log_audit_event;send_notification,0->1;1->2;2->3;3->4;1->3,"check_status -> scan_malware, log_audit_event -> send_notification, quarantine_system -> log_audit_event, scan_malware -> log_audit_event, scan_malware -> quarantine_system"
"I need you to assess payment-api-03's status. Next, do a security check on prod-web-01, and then yank prod-web-01 off the network. After that, make a compliance log about Eve, and lastly shoot Eve an email.",150,neg_283,extra_node,check_status;scan_malware;quarantine_system;log_audit_event;send_notification;rotate_api_key,0->1;1->2;2->3;3->4;5->2,"check_status -> scan_malware, log_audit_event -> send_notification, quarantine_system -> log_audit_event, rotate_api_key -> quarantine_system, scan_malware -> quarantine_system"
"When you get a chance, move Engineering's stale data to cold storage, then roll cdn-edge-06 back to the last stable release. To wrap up, invalidate payment-api-03's cache.",282,neg_284,swap_edges,archive_data;rollback_deployment;invalidate_cache,1->2;1->0,"rollback_deployment -> archive_data, rollback_deployment -> invalidate_cache"
"When you get a chance, move Engineering's stale data to cold storage, then roll cdn-edge-06 back to the last stable release. To wrap up, invalidate payment-api-03's cache.",282,neg_285,swap_tools,log_audit_event;db_read;escalate_to_human,0->1;1->2,"db_read -> escalate_to_human, log_audit_event -> db_read"
"When you get a chance, move Engineering's stale data to cold storage, then roll cdn-edge-06 back to the last stable release. To wrap up, invalidate payment-api-03's cache.",282,neg_286,remove_edge,archive_data;rollback_deployment;invalidate_cache,0->1,archive_data -> rollback_deployment
"When you get a chance, move Engineering's stale data to cold storage, then roll cdn-edge-06 back to the last stable release. To wrap up, invalidate payment-api-03's cache.",282,neg_287,add_edge,archive_data;rollback_deployment;invalidate_cache,0->1;1->2;0->2,"archive_data -> invalidate_cache, archive_data -> rollback_deployment, rollback_deployment -> invalidate_cache"
"When you get a chance, move Engineering's stale data to cold storage, then roll cdn-edge-06 back to the last stable release. To wrap up, invalidate payment-api-03's cache.",282,neg_288,extra_node,archive_data;rollback_deployment;invalidate_cache;create_ticket,0->1;1->2;2->3,"archive_data -> rollback_deployment, invalidate_cache -> create_ticket, rollback_deployment -> invalidate_cache"
"We gotta update Charlie's subscription — then credit Alice's account, and lastly email Alice the update.",98,neg_289,swap_edges,update_subscription;process_refund;send_notification,2->0;2->1,"send_notification -> process_refund, send_notification -> update_subscription"
"We gotta update Charlie's subscription — then credit Alice's account, and lastly email Alice the update.",98,neg_290,swap_tools,archive_data;process_refund;backup_database,0->1;1->2,"archive_data -> process_refund, process_refund -> backup_database"
"We gotta update Charlie's subscription — then credit Alice's account, and lastly email Alice the update.",98,neg_291,remove_edge,update_subscription;process_refund;send_notification,1->2,process_refund -> send_notification
"We gotta update Charlie's subscription — then credit Alice's account, and lastly email Alice the update.",98,neg_292,add_edge,update_subscription;process_refund;send_notification,0->1;1->2;0->2,"process_refund -> send_notification, update_subscription -> process_refund, update_subscription -> send_notification"
"We gotta update Charlie's subscription — then credit Alice's account, and lastly email Alice the update.",98,neg_293,extra_node,update_subscription;process_refund;send_notification;enable_feature_flag,0->1;1->2;0->3,"process_refund -> send_notification, update_subscription -> enable_feature_flag, update_subscription -> process_refund"
"Strip Bob's access, refresh the token, and make an audit trail.",44,neg_294,swap_edges,revoke_access;rotate_api_key;log_audit_event,0->1;0->2,"revoke_access -> log_audit_event, revoke_access -> rotate_api_key"
"Strip Bob's access, refresh the token, and make an audit trail.",44,neg_295,swap_tools,db_write;enable_feature_flag;transfer_ownership,0->1;1->2,"db_write -> enable_feature_flag, enable_feature_flag -> transfer_ownership"
"Strip Bob's access, refresh the token, and make an audit trail.",44,neg_296,remove_edge,revoke_access;rotate_api_key;log_audit_event,0->1,revoke_access -> rotate_api_key
"Strip Bob's access, refresh the token, and make an audit trail.",44,neg_297,add_edge,revoke_access;rotate_api_key;log_audit_event,0->1;1->2;0->2,"revoke_access -> log_audit_event, revoke_access -> rotate_api_key, rotate_api_key -> log_audit_event"
"Strip Bob's access, refresh the token, and make an audit trail.",44,neg_298,extra_node,revoke_access;rotate_api_key;log_audit_event;deploy_container,0->1;1->2;3->2,"deploy_container -> log_audit_event, revoke_access -> rotate_api_key, rotate_api_key -> log_audit_event"
"Ticket INC-4021 says transfer ownership of cdn-edge-06 to Charlie. Once that's done, bust the cache on staging-db-02.",229,neg_299,swap_tools,restart_service;quarantine_system,0->1,restart_service -> quarantine_system
"Ticket INC-4021 says transfer ownership of cdn-edge-06 to Charlie. Once that's done, bust the cache on staging-db-02.",229,neg_300,extra_node,transfer_ownership;invalidate_cache;send_notification,0->1;2->0,"send_notification -> transfer_ownership, transfer_ownership -> invalidate_cache"
"From Marketing: sweep prod-web-01 for IOCs. Next, book a maintenance window for prod-web-01.",193,neg_301,swap_tools,schedule_maintenance;approve_access,0->1,schedule_maintenance -> approve_access
"From Marketing: sweep prod-web-01 for IOCs. Next, book a maintenance window for prod-web-01.",193,neg_302,extra_node,scan_malware;schedule_maintenance;db_write,0->1;0->2,"scan_malware -> db_write, scan_malware -> schedule_maintenance"
"Quick one — execute the build pipeline for ml-infer-05. Next, push the changes for Eve to the DB. To wrap up, deploy a server for Marketing.",316,neg_303,swap_edges,run_pipeline;db_write;provision_vm,1->2;2->0,"db_write -> provision_vm, provision_vm -> run_pipeline"
"Quick one — execute the build pipeline for ml-infer-05. Next, push the changes for Eve to the DB. To wrap up, deploy a server for Marketing.",316,neg_304,swap_tools,restart_service;db_write;invalidate_cache,0->1;1->2,"db_write -> invalidate_cache, restart_service -> db_write"
"Quick one — execute the build pipeline for ml-infer-05. Next, push the changes for Eve to the DB. To wrap up, deploy a server for Marketing.",316,neg_305,remove_edge,run_pipeline;db_write;provision_vm,1->2,db_write -> provision_vm
"Quick one — execute the build pipeline for ml-infer-05. Next, push the changes for Eve to the DB. To wrap up, deploy a server for Marketing.",316,neg_306,add_edge,run_pipeline;db_write;provision_vm,0->1;1->2;0->2,"db_write -> provision_vm, run_pipeline -> db_write, run_pipeline -> provision_vm"
"Quick one — execute the build pipeline for ml-infer-05. Next, push the changes for Eve to the DB. To wrap up, deploy a server for Marketing.",316,neg_307,extra_node,run_pipeline;db_write;provision_vm;create_ticket,0->1;1->2;0->3,"db_write -> provision_vm, run_pipeline -> create_ticket, run_pipeline -> db_write"
"ASAP — bring in tier-2 support for Diana. After that, bump the capacity on payment-api-03.",176,neg_308,swap_tools,provision_vm;restore_backup,0->1,provision_vm -> restore_backup
"ASAP — bring in tier-2 support for Diana. After that, bump the capacity on payment-api-03.",176,neg_309,extra_node,escalate_to_human;scale_service;process_refund,0->1;2->0,"escalate_to_human -> scale_service, process_refund -> escalate_to_human"
"Verify staging-db-02 is down, bounce it while waking up on-call, then file a master ticket.",15,neg_310,swap_edges,check_status;restart_service;escalate_to_human;create_ticket,3->0;3->1;0->1;2->1,"check_status -> restart_service, create_ticket -> check_status, create_ticket -> restart_service, escalate_to_human -> restart_service"
"Verify staging-db-02 is down, bounce it while waking up on-call, then file a master ticket.",15,neg_311,swap_tools,db_write;transfer_ownership;provision_vm;quarantine_system,0->1;0->2;1->3;2->3,"db_write -> provision_vm, db_write -> transfer_ownership, provision_vm -> quarantine_system, transfer_ownership -> quarantine_system"
"Verify staging-db-02 is down, bounce it while waking up on-call, then file a master ticket.",15,neg_312,remove_edge,check_status;restart_service;escalate_to_human;create_ticket,0->1;1->3;2->3,"check_status -> restart_service, escalate_to_human -> create_ticket, restart_service -> create_ticket"
"Verify staging-db-02 is down, bounce it while waking up on-call, then file a master ticket.",15,neg_313,add_edge,check_status;restart_service;escalate_to_human;create_ticket,0->1;0->2;1->3;2->3;0->3,"check_status -> create_ticket, check_status -> escalate_to_human, check_status -> restart_service, escalate_to_human -> create_ticket, restart_service -> create_ticket"
"Verify staging-db-02 is down, bounce it while waking up on-call, then file a master ticket.",15,neg_314,extra_node,check_status;restart_service;escalate_to_human;create_ticket;quarantine_system,0->1;0->2;1->3;2->3;4->3,"check_status -> escalate_to_human, check_status -> restart_service, escalate_to_human -> create_ticket, quarantine_system -> create_ticket, restart_service -> create_ticket"
"For the Engineering team, pull Alice's data. Next, pass prod-web-01 to Eve. To wrap up, blast an alert to Marketing.",373,neg_315,swap_edges,db_read;transfer_ownership;send_notification,0->1;2->0,"db_read -> transfer_ownership, send_notification -> db_read"
"For the Engineering team, pull Alice's data. Next, pass prod-web-01 to Eve. To wrap up, blast an alert to Marketing.",373,neg_316,swap_tools,rotate_api_key;create_ticket;invalidate_cache,0->1;1->2,"create_ticket -> invalidate_cache, rotate_api_key -> create_ticket"
"For the Engineering team, pull Alice's data. Next, pass prod-web-01 to Eve. To wrap up, blast an alert to Marketing.",373,neg_317,remove_edge,db_read;transfer_ownership;send_notification,1->2,transfer_ownership -> send_notification
"For the Engineering team, pull Alice's data. Next, pass prod-web-01 to Eve. To wrap up, blast an alert to Marketing.",373,neg_318,add_edge,db_read;transfer_ownership;send_notification,0->1;1->2;0->2,"db_read -> send_notification, db_read -> transfer_ownership, transfer_ownership -> send_notification"
"For the Engineering team, pull Alice's data. Next, pass prod-web-01 to Eve. To wrap up, blast an alert to Marketing.",373,neg_319,extra_node,db_read;transfer_ownership;send_notification;escalate_to_human,0->1;1->2;3->0,"db_read -> transfer_ownership, escalate_to_human -> db_read, transfer_ownership -> send_notification"
"Bob is asking us to file a bug about staging-db-02. After that, sweep payment-api-03 for IOCs.",214,neg_320,swap_tools,process_refund;generate_report,0->1,process_refund -> generate_report
"Bob is asking us to file a bug about staging-db-02. After that, sweep payment-api-03 for IOCs.",214,neg_321,extra_node,create_ticket;scan_malware;schedule_maintenance,0->1;0->2,"create_ticket -> scan_malware, create_ticket -> schedule_maintenance"
